keralathilevidyabhyasam1994kssp	കേരളത്തിലെ വിദ്യാഭ്യാസം - പ്രശ്നങ്ങളും കടമകളും - കേരള ശാസ്ത്രസാഹിത്യ പരിഷത്ത്	Education	Education
keralathintesampathu1984edn6kssp	1984 - കേരളത്തിന്റെ സമ്പത്തു് - ആറാം പതിപ്പ് - കേരള ശാസ്ത്രസാഹിത്യ പരിഷത്ത്	KSSP General Documents	KSSP General Documents
keralathinuoruar0000kssp	കേരളത്തിന് ഒരു ആരോഗ്യനയം - ചർച്ചക്കുള്ള കുറിപ്പുകൾ	KSSP leaflets;KSSP Health Books;Kerala Health Books	KSSP leaflets; KSSP Health Books; Kerala Health Books
keralavikasanam0000kssp	കേരളം ഒരു വികസന പരിപ്രേക്ഷ്യം - കേരള ശാസ്ത്രസാഹിത്യ പരിഷത്ത്	['Development, Decentralization', 'Kerala Archives']	Development; Decentralization; Kerala Archives
keramulamkadukal0000kssp	കേരളത്തിലെ മുളങ്കാടുകൾ - ഒരു ശാസ്ത്രീയ സമീപനത്തിന്റെ ആവശ്യകത	['Bamboo', 'Kerala Environment']	Bamboo; Kerala Environment
kilikoottam0000kssp	കിളിക്കൂട്ടം - ഗാനങ്ങൾ, നാടകങ്ങൾ - ജാഥാ സ്ക്രിപ്റ്റ് - കേരള ശാസ്ത്രസാഹിത്യ പരിഷത്ത്	Kala Jatha, Street Theatre	Kala Jatha; Street Theatre
'subject'
kssp-archives	Kerala Sasthra Sahithya Parishad	False	
kssp-inaguration1962kssp	1962 - കേരള ശാസ്ത്രസാഹിത്യപരിഷത്ത് രൂപീകരണ പത്രവാർത്തകൾ	news kssp-inaguration	news kssp-inaguration
ksspsilentvalley0000kssp	1979 - സൈലന്റ്‌വാലി പദ്ധതി - ഒരു സാങ്കേതിക- പാരിസ്ഥിതിക-സാമൂഹ്യ-രാഷ്ട്രീയ പഠനം	KSSP leaflets; Silent Valley	KSSP leaflets; Silent Valley
ksspsouvenir1983kssp	1983 - കേരള ശാസ്ത്ര സാഹിത്യ പരിഷത്ത് 20-ാം വാർഷികം - സുവനീർ	KSSP Souvenir	KSSP Souvenir
ksspurjapathisan0000kssp	1992 - കേരളത്തിന്റെ ഊർജപ്രതിസന്ധിയും കായം‌കുളം താപനിലയവും	KSSP leaflets, Power Problem in Kerala, Kayamkulam Thermal Station KSSP Books about Energy	KSSP leaflets; Power Problem in Kerala; Kayamkulam Thermal Station KSSP Books about Energy
kushtaraogam0000kssp	കുഷ്ഠരോഗത്തെ മനസ്സിലാക്കുക - ഗ്രാമശാസ്ത്രജാഥ - കേരള ശാസ്ത്രസാഹിത്യ പരിഷത്ത്	Health, leprosy	Health; leprosy
leadkindlylight1989kssp	Lead Kindly Light - Ernakulam District Literacy Programme	['Ernakulam District Total Literarcy Programme', 'Kerala Literacy']	Ernakulam District Total Literarcy Programme; Kerala Literacy
mahothsavam1997kssp	മഹോത്സവം - സമത കലാജാഥ 1997 സ്ക്രിപ്റ്റുകൾ - കേരള ശാസ്ത്രസാഹിത്യ പരിഷത്ത്	Kala Jatha, Street Theatre	Kala Jatha; Street Theatre
mamsamthinnunnasasyangal0000kssp	മാംസം തിന്നുന്ന സസ്യങ്ങൾ - കേരള ശാസ്ത്രസാഹിത്യ പരിഷത്ത്	carnivorous plants	carnivorous plants
manushyankatha1989ekmlit	മനുഷ്യൻ മനുഷ്യനായ കഥ - അധ്യാപനസഹായി - എറണാകുളം ജില്ല സമ്പൂർണ്ണ സാക്ഷരതായജ്ഞം	['History', 'Ernakulam District Total Literarcy Programme']	History; Ernakulam District Total Literarcy Programme
maramparanja0000kssp	ഒരു മരം പറഞ്ഞ കഥ - ഗ്രാമശാസ്ത്രജാഥ - കേരള ശാസ്ത്രസാഹിത്യ പരിഷത്ത്	Environment	Environment
marichavareadakal1984kssp	മരിച്ചവരെ അടക്കൽ - നാടകങ്ങൾ - കേരള ശാസ്ത്രസാഹിത്യ പരിഷത്ത്	Kala Jatha, Street Theatre	Kala Jatha; Street Theatre
medicalsamaram0000ekba	മെഡിക്കൽ സമരം ഉയർത്തിയ പ്രശ്നങ്ങൾ - ഡോ: ബി. ഇക്ബാൽ	KSSP leaflets;KSSP Health Books	KSSP leaflets; KSSP Health Books
mochanam1982kssp	മോചനം -  ശാസ്ത്രകലാജാഥ - കേരള ശാസ്ത്രസാഹിത്യ പരിഷത്ത്	Sasthra Kala Jatha, Street Theatre	Sasthra Kala Jatha; Street Theatre
mollakkayudekuthira1987kssp	മൊല്ലാക്കയുടെ കുതിര - പാവനാടകങ്ങൾ - ബാലോത്സവജാഥ 1987 - കേരള ശാസ്ത്രസാഹിത്യ പരിഷത്ത്	Sasthra Kala Jatha, Street Theatre	Sasthra Kala Jatha; Street Theatre
nadakangal1981kssp	വെളിച്ചത്തിലേക്ക്, ആഫീസ് (നാടകങ്ങൾ) - ശാസ്ത്രകലാജാഥ - കേരള ശാസ്ത്രസാഹിത്യ പരിഷത്ത്	['Sasthra Kala Jatha, Street Theatre', 'Kerala Archives']	Sasthra Kala Jatha; Street Theatre; Kerala Archives
nadakasilpasala0000kssp	ബഹുജന നാടക പ്രസ്ഥാനം ശിൽപ്പശാല - കുറിപ്പുകൾ - കേരള ശാസ്ത്രസാഹിത്യ പരിഷത്ത്	Street Theatre	Street Theatre
naleyudempp1983kssp	നാളെയുടെ വാഗ്ദാനം - എം.പി. പരമേശ്വരൻ	['politics', 'KSSP Books']	politics; KSSP Books
nallanaale1989ekmlit	നല്ലനാളെ - അധ്യാപനസഹായി - എറണാകുളം ജില്ല സമ്പൂർണ്ണ സാക്ഷരതായജ്ഞം	['KSSP- Health Education Books; Ernakulam District Total Literarcy Programme', 'Ernakulam District Total Literarcy Programme']	KSSP- Health Education Books; Ernakulam District Total Literarcy Programme; Ernakulam District Total Literarcy Programme
nammalariyan2000kssp	നമ്മളറിയാൻ - ആഗോളവൽക്കരണത്തിനെതിരെ ജനജാഗ്രത	Globalization	Globalization
nammalonnu1986kssp	നമ്മളൊന്ന് - ഗാനങ്ങളും സംഗീതശില്പങ്ങളും - ശാസ്ത്രകലാജാഥ 1986 - കേരള ശാസ്ത്രസാഹിത്യ പരിഷത്ത്	Kala Jatha, Street Theatre	Kala Jatha; Street Theatre
namukkuchuttumullalokam1989kssp	നമുക്കു ചുറ്റുമുള്ള ലോകം - അധ്യാപനസഹായി - എറണാകുളം ജില്ല സമ്പൂർണ്ണ സാക്ഷരതായജ്ഞം	Ernakulam District Total Literarcy Programme; Malayalam Science Books	Ernakulam District Total Literarcy Programme; Malayalam Science Books
narakam1981kssp	നരകം (നാടകം) - ശാസ്ത്രകലാജാഥ - കേരള ശാസ്ത്രസാഹിത്യ പരിഷത്ത്	['Sasthra Kala Jatha, Street Theatre', 'Kerala Archives']	Sasthra Kala Jatha; Street Theatre; Kerala Archives
navamalika1987kssp	നവമാലിക - സംഗീതശില്പം- ശാസ്ത്രസാംസ്കാരികജാഥ 1987 - കേരള ശാസ്ത്രസാഹിത്യ പരിഷത്ത്	Sasthra Kala Jatha, Street Theatre	Sasthra Kala Jatha; Street Theatre

njansthree1990kssp	ഞാൻ സ്ത്രീ - വനിതാകലാജാഥാ സ്ക്രിപ്റ്റുകൾ - കേരള ശാസ്ത്രസാഹിത്യ പരിഷത്ത്	Kala Jatha, Street Theatre	Kala Jatha; Street Theatre
onnaampadam1995kssp	ഒന്നാം പാഠം - വിദ്യാഭ്യാസ ജാഥാ സ്ക്രിപ്റ്റുകൾ - കേരള ശാസ്ത്രസാഹിത്യ പരിഷത്ത്	Kala Jatha, Street Theatre, Kerala Education	Kala Jatha; Street Theatre; Kerala Education
orudheeraswapnam1994kssp	ഒരു ധീര സ്വപ്നം -  ശാസ്ത്രകലാജാഥാ സ്ക്രിപ്റ്റുകൾ - ശാസ്ത്ര സാംസ്കാരിക ജാഥ 1994 - കേരള ശാസ്ത്രസാഹിത്യ പരിഷത്ത്	Sasthra Kala Jatha, Street Theatre	Sasthra Kala Jatha; Street Theatre
orukunjujanikkunnu0000kssp	ഒരു കുഞ്ഞ് ജനിക്കുന്നു - ഗ്രാമശാസ്ത്രജാഥ - കേരള ശാസ്ത്രസാഹിത്യ പരിഷത്ത്	Reproduction, Sex Education	Reproduction; Sex Education
orumaramoruvaram1987kssp	ഒരു മരം ഒരു വരം - പാവനാടകങ്ങൾ - ബാലോത്സവജാഥ 1987 - കേരള ശാസ്ത്രസാഹിത്യ പരിഷത്ത്	Balalsava Jatha, Street Theatre	Balalsava Jatha; Street Theatre
othukali1984kssp	ഒത്തുകളി - ദേശീയ കലാരൂപങ്ങൾ - കേരള ശാസ്ത്രസാഹിത്യ പരിഷത്ത്	Kala Jatha, Street Theatre	Kala Jatha; Street Theatre
ottanthullalukal1980kssp	ഓട്ടൻതുള്ളലുകൾ - ശാസ്ത്രകലാജാഥ - കേരള ശാസ്ത്രസാഹിത്യ പരിഷത്ത്	['Sasthra Kala Jatha, Street Theatre', 'Kerala Archives']	Sasthra Kala Jatha; Street Theatre; Kerala Archives
padanolsavam1998kssp	പഠനോത്സവം - ക്ലാസെടുക്കുന്നവർക്കുള്ള കുറിപ്പുകൾ - കേരള ശാസ്ത്രസാഹിത്യ പരിഷത്ത്	Development	Development
panayapeduthiyabhavi1992kssp	പണയപ്പെടുത്തിയ ഭാവി വീണ്ടെടുക്കാൻ - കേരള സ്വാശ്രയ സമിതി	['Kerala Swasraya Samithi, Economic Policy', 'Kerala Swashraya Samithy']	Kerala Swasraya Samithi; Economic Policy; Kerala Swashraya Samithy
papi1981kssp	പാപി (വിൽപാട്ട്) - ശാസ്ത്രകലാജാഥ - കേരള ശാസ്ത്രസാഹിത്യ പരിഷത്ത്	['Sasthra Kala Jatha, Street Theatre', 'Kerala Archives']	Sasthra Kala Jatha; Street Theatre; Kerala Archives
parishathaduppu0000kssp	പരിഷത്തടുപ്പ് - പ്രവർത്തകരുടെ കൈപ്പുസ്തകം	KSSP leaflets;Parishathaduppu	KSSP leaflets; Parishathaduppu
parishathenthucheyyunnu0000kssp	പരിഷത്ത് എന്തു ചെയ്യുന്നു? - കേരള ശാസ്ത്രസാഹിത്യ പരിഷത്ത്	["People's science movement", 'Kerala Archives']	People's science movement; Kerala Archives
parisheelanarekha1981kssp	1981 - പ്രവർത്തക പരിശീലന രേഖ - കേരള ശാസ്ത്രസാഹിത്യ പരിഷത്ത്	["People's science movement", 'Kerala Archives']	People's science movement; Kerala Archives
parisheelanarekha1982kssp	1982 - പ്രവർത്തക പരിശീലന രേഖ - കേരള ശാസ്ത്രസാഹിത്യ പരിഷത്ത്	["KSSP Cadre Education, People's Science Movement", 'Kerala Archives']	KSSP Cadre Education; People's Science Movement; Kerala Archives
paristhathaduppu0000kssp	1990 - പരിഷത്തടുപ്പ്	KSSP leaflets;Parishathaduppu	KSSP leaflets; Parishathaduppu
pattukal1980kssp	പാട്ടുകൾ - ശാസ്ത്രകലാജാഥ - കേരള ശാസ്ത്രസാഹിത്യ പരിഷത്ത്	KSSP Songs	KSSP Songs
pavanadakangal1988kssp	പാവനാടകങ്ങൾ  - കേരള ശാസ്ത്രസാഹിത്യ പരിഷത്ത്	Sasthra Kala Jatha, Street Theatre, Puppetry Script	Sasthra Kala Jatha; Street Theatre; Puppetry Script
penakalkadha1990kssp	പേനകൾ കഥ പറയുന്നു - സംഗീത ശിൽപങ്ങളും നാടകങ്ങളും - ഭാരത വിജ്ഞാൻ സമിതി	['Bharat Gyanvigyan Samithi Kerala, Street Theatre in Kerala, Literacy, Gender', 'Kerala Sasthra Sahithya Parishad', 'Kerala Archives']	Bharat Gyanvigyan Samithi Kerala; Street Theatre in Kerala; Literacy; Gender; Kerala Sasthra Sahithya Parishad; Kerala Archives
petamma1995kssp	പെറ്റമ്മ - വിദ്യാഭ്യാസ ജാഥാ സ്ക്രിപ്റ്റുകൾ - കേരള ശാസ്ത്രസാഹിത്യ പരിഷത്ത്	Kala Jatha, Street Theatre	Kala Jatha; Street Theatre
pkdjillavikasana1981kssp	1981 - പാലക്കാട് ജില്ല വികസന രേഖ	['Development Palakkad', 'Kerala Development']	Development Palakkad; Kerala Development
prathirodham0000kssp	പ്രതിരോധ കുത്തിവെപ്പുകൾ - ഗ്രാമശാസ്ത്രജാഥ - കേരള ശാസ്ത്രസാഹിത്യ പരിഷത്ത്	vaccination	vaccination
punyabhumiyudethengal1992kssp	പുണ്യഭൂമിയുടെ തേങ്ങൽ - ഗാനങ്ങൾ, സംഗീത ശില്പങ്ങൾ - കേരള ശാസ്ത്രസാഹിത്യ പരിഷത്ത്	Kala Jatha, Street Theatre	Kala Jatha; Street Theatre
puthanpattukar1987kssp	പുത്തൻ പാട്ടുകാർ - ശാസ്ത്രസാംസ്കാരികജാഥ 1987 - കേരള ശാസ്ത്രസാഹിത്യ പരിഷത്ത്	Sasthra Kala Jatha, Street Theatre	Sasthra Kala Jatha; Street Theatre
puthiyapadypadhathi1999kssp	പുതിയ പാഠ്യപദ്ധതി - വിമർശനങ്ങളും വസ്തുതകളും - കേരള ശാസ്ത്രസാഹിത്യ പരിഷത്ത്	Education	Education
saksharathayanjamrandam1991kssp	അക്ഷരകേരളം - സാക്ഷരതായജ്ഞം രണ്ടാം ഘട്ടം - ഇൻസ്ട്രക്റ്റർമാർക്കുള്ള കുറിപ്പുകൾ - കേരള ശാസ്ത്രസാഹിത്യ പരിഷത്ത്	Education, Literacy	Education; Literacy
samathalam1981kssp	സമതലം (നാടകം) - ശാസ്ത്രകലാജാഥ - കേരള ശാസ്ത്രസാഹിത്യ പരിഷത്ത്	['Sasthra Kala Jatha, Street Theatre', 'Kerala Archives']	Sasthra Kala Jatha; Street Theatre; Kerala Archives
samathavinjanotsavam1997kssp	സമത വിജ്ഞാനോത്സവം - പരിശീലകർക്കുള്ള കൈപുസ്തകം - ഭാരത വിജ്ഞാൻ സമിതി	['Bharat Gyanvigyan Samithi Kerala, Samatha Vijnanolsavam, Gender', 'Kerala Sasthra Sahithya Parishad', 'Kerala Archives']	Bharat Gyanvigyan Samithi Kerala; Samatha Vijnanolsavam; Gender; Kerala Sasthra Sahithya Parishad; Kerala Archives
samoohyamanushyanum1982kssp	സാമൂഹ്യമനുഷ്യനും പ്രപഞ്ചവും - ശാസ്ത്രപാഠാവലി - കേരള ശാസ്ത്രസാഹിത്യ പരിഷത്ത്	Science Education	Science Education
sampathikaparishkaram1991kssp	പുതിയ സാമ്പത്തിക പരിഷ്കാരങ്ങളും പ്രത്യാഘാതങ്ങളും - കേരള ശാസ്ത്രസാഹിത്യ പരിഷത്ത്	['Globalization, New Economic Policy', 'Kerala Archives']	Globalization; New Economic Policy; Kerala Archives
samrajyatham1992kssp	സാമ്രാജ്യത്വം ഇന്നലെ, ഇന്ന് – കേരള സ്വാശ്രയ സമിതി	['Imperialism, Globalization', 'Kerala Swashraya Samithy']	Imperialism; Globalization; Kerala Swashraya Samithy
santhigeetham1987kssp	ശാന്തിഗീതം - ഗാനങ്ങൾ  - ശാസ്ത്ര സാംസ്കാരിക ജാഥ 1987 - കേരള ശാസ്ത്രസാഹിത്യ പരിഷത്ത്	Kala Jatha, Street Theatre	Kala Jatha; Street Theatre
sasthragathifeb1968kssp	ശാസ്ത്രഗതി - ലക്കം 4 - 1968 ഫെബ്രുവരി	Sasthragathi	Sasthragathi
sasthragathijan1967kssp	ശാസ്ത്രഗതി ലക്കം 2 - 1967 ജനുവരി- കേരള ശാസ്ത്രസാഹിത്യപരിഷത്ത്	Sasthragathi	Sasthragathi
sasthragathijuly1967kssp	ശാസ്ത്രഗതി - ലക്കം 3 - 1967 ജൂലൈ - കേരള ശാസ്ത്രസാഹിത്യപരിഷത്ത്	['Malayalam Science Magazine', 'Sasthragathi']	Malayalam Science Magazine; Sasthragathi
sasthrageethika1984kssp	ശാസ്ത്രഗീതിക - കേരള ശാസ്ത്രസാഹിത്യ പരിഷത്ത്	Kala Jatha, Street Theatre	Kala Jatha; Street Theatre
sasthragitha0000kssp	ശാസ്ത്രഗീത - ഗ്രാമശാസ്ത്രജാഥ - കേരള ശാസ്ത്രസാഹിത്യ പരിഷത്ത്	Grama Sasthra Jatha	Grama Sasthra Jatha
sasthrakeralam0000kssp	ശാസ്ത്രകേരളം - സയൻസു മാസിക - ലക്കം 1 - 1969 ജൂൺ	Sasthra Keralam Magazine, Malayalam Science Magazine	Sasthra Keralam Magazine; Malayalam Science Magazine
sasthrakeralammay1974kssp	ശാസ്ത്രകേരളം - സയൻസു മാസിക - 1974 മെയ്	Sasthra Keralam Magazine	Sasthra Keralam Magazine
sasthramgramangalkku1982kssp	1982 - ഗ്രാമ ശാസ്ത്രജാഥ - ശാസ്ത്രം ഗ്രാമങ്ങൾക്ക് - കേരള ശാസ്ത്രസാഹിത്യ പരിഷത്ത്	Grama Sasthra Jatha	Grama Sasthra Jatha
sasthramgrameenarkku1983kssp	1983 - ഗ്രാമ ശാസ്ത്രജാഥ - ശാസ്ത്രം ഗ്രാമീണർക്ക് - കേരള ശാസ്ത്രസാഹിത്യ പരിഷത്ത്	Grama Sasthra Jatha	Grama Sasthra Jatha
sasthraparimathru2001kssp	2001 - ശാസ്ത്രസാഹിത്യപരിഷത്ത് പിറക്കുന്നു - ഡോ. കെ.ജി. അടിയോടി	K.G. Adiyodi	K.G. Adiyodi
sasthrapariulgha1962kssp	1962 - ശാസ്ത്രസാഹിത്യപരിഷത്ത് - ഉൽഘാടനസ്മാരകം	['KSSP Souvenir', 'KSSP General Documents']	KSSP Souvenir; KSSP General Documents
sasthrasankethika1993kssp	ഇന്ത്യയുടെ ശാസ്ത്രസാങ്കേതിക രംഗം നേരിടുന്ന പുത്തൻ വെല്ലുവിളികൾ – കേരള സ്വാശ്രയ സമിതി	['Science and Technology Policy', 'Kerala Swashraya Samithy']	Science and Technology Policy; Kerala Swashraya Samithy
seetha1985kssp	സീത - ഗാനങ്ങളും നാടകങ്ങളും സംഗീതശില്പങ്ങളും - ശാസ്ത്രകലാജാഥ 1985 - കേരള ശാസ്ത്രസാഹിത്യ പരിഷത്ത്	Sasthra Kala Jatha, Street Theatre	Sasthra Kala Jatha; Street Theatre
sevanamekhala1993kssp	സേവന മേഖലക്കുമേൽ സാമ്രാജ്യത്വ നീരാളിപ്പിടുത്തം - കേരള സ്വാശ്രയ സമിതി	['Kerala Swasraya Samithi, Globalization, Indian Economy', 'Kerala Swashraya Samithy']	Kerala Swasraya Samithi; Globalization; Indian Economy; Kerala Swashraya Samithy
silentvalleychar0000kssp	സൈലന്റ്‌വാലി ചർച്ച	KSSP leaflets; Silent Valley; KSSP Ecology Books	KSSP leaflets; Silent Valley; KSSP Ecology Books
silentvalleyjala0000kssp	സൈലന്റ്‌വാലി ജലവൈദ്യുതപദ്ധതി - കേരള സ്റ്റേറ്റ് ഇലക്ട്രിസിറ്റി ബോർഡ്	KSSP leaflets;Silent Valley	KSSP leaflets; Silent Valley
silentvalleypari0000kssp	1980 - സൈലന്റ്‌വാലി പദ്ധതി - പരിഷത്തിന്റെ നിലപാടും വിശദീകരണവും	KSSP leaflets;Silent Valley	KSSP leaflets; Silent Valley
sisuvidyabhyasam1999kssp	ശിശുവിഭ്യാഭ്യാസം - കേരള ശാസ്ത്രസാഹിത്യ പരിഷത്ത്	Education	Education
soapinterast2001kssp	2001 - സോപ്പിന്റെ ശാസ്ത്രവും രാഷ്ട്രീയവും	Science Education, Soap, Indian Soap Industry	Science Education; Soap; Indian Soap Industry

souraaduppu0000pgpa	1981 - സൗര അടുപ്പ് - പി.ജി. പത്മനാഭൻ	KSSP leaflets, KSSP energy Books	KSSP leaflets; KSSP energy Books
spartacs1981kssp	സ്‌പാർട്ടക്കസ് (കഥാപ്രസംഗം) - ശാസ്ത്രകലാജാഥ - കേരള ശാസ്ത്രസാഹിത്യ പരിഷത്ത്	['Sasthra Kala Jatha,', 'Kerala Archives']	Sasthra Kala Jatha; ; Kerala Archives
stateconventiono0000kssp	State Convention of Modern Medical Doctors - Draft Manifesto for Discussion	KSSP leaflets;KSSP Health Books;Modern Medical Doctors	KSSP leaflets; KSSP Health Books; Modern Medical Doctors
sthreekalumpinth0000sama	സ്ത്രീകളും പിന്തുടർച്ചാവകാശവും - സമതാവേദി	KSSP leaflets; Samatha leaflets, Gender Bias in Kerala	KSSP leaflets; Samatha leaflets; Gender Bias in Kerala
sthreekalumsaksh0000kssp	സ്ത്രീകളും സാക്ഷരതയും (ചർച്ചയ്ക്കുള്ള കുറിപ്പ്)	KSSP leaflets;KSSP Gender Books;Gender Bias in Kerala	KSSP leaflets; KSSP Gender Books; Gender Bias in Kerala
suryanteathmakadha1979kssp	സൂര്യന്റെ ആത്മകഥ - വി.കെ. ദാമോദരൻ - കേരള ശാസ്ത്രസാഹിത്യ പരിഷത്ത്	Sun, Energy	Sun; Energy
susthiravikasanamjankeeya2018kssp	സുസ്ഥിര വികസനം സുരക്ഷിത കേരളം - ജനകീയ ക്യാമ്പയിൻ - കേരള ശാസ്ത്രസാഹിത്യ പരിഷത്ത്	Development, Flood 2018, Climate Change	Development; Flood 2018; Climate Change
swasryakalajatha0000kssp	സ്വാശ്രയ കലാ ജാഥ - നാടകങ്ങൾ, ഗാനങ്ങൾ, സംഗീതശിൽപങ്ങൾ - കേരള സ്വാശ്രയ സമിതി - കേരള ശാസ്ത്രസാഹിത്യ പരിഷത്ത്	Kala Jatha, Street Theatre	Kala Jatha; Street Theatre
thengumvazhayum0000kssp	തെങ്ങും വാഴയും - ഗ്രാമശാസ്ത്രജാഥ - കേരള ശാസ്ത്രസാഹിത്യ പരിഷത്ത്	Agriculture, Banana, Coconut	Agriculture; Banana; Coconut
thiricharivu1989kssp	തിരിച്ചറിവ് - വനിതാകലാജാഥാ സ്ക്രിപ്റ്റുകൾ - കേരള ശാസ്ത്രസാഹിത്യ പരിഷത്ത്	Kala Jatha, Street Theatre	Kala Jatha; Street Theatre
thudarsaksharatha1992kssp	തുടർസാക്ഷരത - എന്തിന്? എന്ത്? എങ്ങനെ? - പ്രവർത്തകർക്കുള്ള കൈപുസ്തകം	['Kerala Literacy, Education', 'Kerala Literarcy']	Kerala Literacy; Education; Kerala Literarcy
unarthupaatu1989kssp	ഉണർത്തുപാട്ട് - വനിതാകലാജാഥാ സ്ക്രിപ്റ്റുകൾ - കേരള ശാസ്ത്രസാഹിത്യ പരിഷത്ത്	Kalajatha, Street Drama	Kalajatha; Street Drama
unnathavidyabhyasa1999kssp	1999 - ഉന്നത വിദ്യാഭ്യാസരംഗത്തെ പ്രശ്നങ്ങൾ - കേരള ശാസ്ത്രസാഹിത്യ പരിഷത്ത്	['Higher Education Kerala', 'Kerala Education']	Higher Education Kerala; Kerala Education
urjamchodyothara0000kssp	ഊർജം - ചോദ്യോത്തരങ്ങൾ	KSSP leaflets;Kerala Energy	KSSP leaflets; Kerala Energy
vanagatha0000kssp	വനഗാഥ - കേരള ശാസ്ത്രസാഹിത്യ പരിഷത്ത്	Kala Jatha, Street Theatre, Kerala Environment	Kala Jatha; Street Theatre; Kerala Environment
vanaparvam1981kssp	വനപർവം (കക്കാരിശി നാടകം) - ശാസ്ത്രകലാജാഥ - കേരള ശാസ്ത്രസാഹിത്യ പരിഷത്ത്	['Sasthra Kala Jadha, Street Theatre', 'Kerala Archives']	Sasthra Kala Jadha; Street Theatre; Kerala Archives
vanitharekha1987kssp	1987 - പരിഷത്തും സ്ത്രീപ്രശ്നവും - വനിതാരേഖ	Gender	Gender
vayarilakkam0000kssp	വയറുകടിയും വയറിളക്കവും - ഗ്രാമശാസ്ത്രജാഥ - കേരള ശാസ്ത്രസാഹിത്യ പരിഷത്ത്	Health Education, Dysentery	Health Education; Dysentery
vayarilakkamchar0000rajm	വയറിളക്കം ഛർദി അതിസാരം - ഡോ. കെ. രാജ്മോഹൻ	KSSP leaflets;KSSP Health Books	KSSP leaflets; KSSP Health Books
velichamenayi1989kssp	വെളിച്ചമേ നയിച്ചാലും - എറണാകുളം ജില്ല സമ്പൂർണ്ണ സാക്ഷരതായജ്ഞം	['Ernakulam District Total Literarcy Programme', 'Kerala Literacy']	Ernakulam District Total Literarcy Programme; Kerala Literacy
velichamenayicha1989kssp	വെളിച്ചമേ നയിച്ചാലും - എറണാകുളം ജില്ല സമ്പൂർണ്ണ സാക്ഷരതായജ്ഞം	['Ernakulam District Total Literarcy Programme', 'Kerala Literacy']	Ernakulam District Total Literarcy Programme; Kerala Literacy
velichathilekku1989kssp	വെളിച്ചത്തിലേയ്ക്ക് - എറണാകുളം ജില്ല സമ്പൂർണ്ണ സാക്ഷരതായജ്ഞം	['Ernakulam District Total Literarcy Programme', 'Kerala Literacy']	Ernakulam District Total Literarcy Programme; Kerala Literacy
vidyapari2007kssp	2007 - വിദ്യാഭ്യാസ പരിഷ്ക്കാരങ്ങൾ - വിമർശനങ്ങളുടെ നേരും നുണയും	['Education', 'Kerala Education']	Education; Kerala Education
vidyaparvam1995kssp	വിദ്യാപർവ്വം - വിദ്യാഭ്യാസ ജാഥാ സ്ക്രിപ്റ്റുകൾ - കേരള ശാസ്ത്രസാഹിത്യ പരിഷത്ത്	Kala Jatha, Street Theatre	Kala Jatha; Street Theatre
vikasanajatha1998kssp	വികസന ജാഥ - 98	People's Planning; decentralization	People's Planning; decentralization
vikasanamjanangal1989ekmlit	വികസനവും ജനങ്ങളും - അധ്യാപനസഹായി - എറണാകുളം ജില്ല സമ്പൂർണ്ണ സാക്ഷരതായജ്ഞം	['Government welfare schemes in Kerala', 'Ernakulam District Total Literarcy Programme']	Government welfare schemes in Kerala; Ernakulam District Total Literarcy Programme
vikendreekrithaasoothranam0000kssp	വികേന്ദ്രീകൃത ആസൂത്രണം - കേരള ശാസ്ത്രസാഹിത്യ പരിഷത്ത്	['Decentralization, Planning', 'Kerala Archives']	Decentralization; Planning; Kerala Archives
vilapesal1983kssp	വിലപേശൽ - ശാസ്ത്രകലാജാഥാ - കേരള ശാസ്ത്രസാഹിത്യ പരിഷത്ത്	Sasthra Kala Jatha, Street Theatre	Sasthra Kala Jatha; Street Theatre
vilpattukal1980kssp	വിൽപ്പാട്ടുകൾ - ശാസ്ത്രകലാജാഥ - കേരള ശാസ്ത്രസാഹിത്യ പരിഷത്ത്	Sasthra Kala Jatha, Street Theatre	Sasthra Kala Jatha; Street Theatre
vilpattukaltest1980kssp	വിൽപ്പാട്ടുകൾ - ശാസ്ത്രകലാജാഥ - കേരള ശാസ്ത്രസാഹിത്യ പരിഷത്ത്	Kilipattu;  1982	Kilipattu; 1982
vipanikal1994kssp	വിപണികൾ പൂക്കുന്നു -  ശാസ്ത്രകലാജാഥാ സ്ക്രിപ്റ്റുകൾ - ശാസ്ത്ര സാംസ്കാരിക ജാഥ 1994 - കേരള ശാസ്ത്രസാഹിത്യ പരിഷത്ത്	Sasthra Kala Jatha, Street Theatre	Sasthra Kala Jatha; Street Theatre
visittosilentval0000mssw	1979 - Report on the visit to the Silent Valley area of Kerala - M S Swaminathan	KSSP leaflets;Silent Valley	KSSP leaflets; Silent Valley
vithuvaypa1993kssp	വിത്ത് മുതൽ വായ്പ വരെ – കേരള സ്വാശ്രയ സമിതി	['Kerala Swasraya Samithi, Indian Agriculture, Globalization', 'Kerala Swashraya Samithy']	Kerala Swasraya Samithi; Indian Agriculture; Globalization; Kerala Swashraya Samithy
vyavasayameghala1992kssp	പുത്തൻ സാമ്പത്തിക പരിഷ്കാരങ്ങളും വ്യവസായ മേഖലയും - കേരള സ്വാശ്രയ സമിതി	['Globalization, Indian Industry', 'Kerala Swashraya Samithy']	Globalization; Indian Industry; Kerala Swashraya Samithy
